Date_of_usage,Azure_region,Service_Type,Demand_units,Capacity_allocated,Cost_USD,Service_availability,Market_Trend_Index,Holiday_Flag,lag_1,lag_2,rolling_mean_3,usage_spike
2025-05-03,Asia East,Compute,238,254,46.35,97.7,0.81,0,521.0,322.0,360.3333333333333,0
2025-05-03,Asia East,Compute,231,258,28.32,98.79,1.2,1,238.0,521.0,330.0,0
2025-05-04,Asia East,Compute,360,382,56.03,99.69,1.03,1,231.0,238.0,276.3333333333333,0
2025-05-04,Asia East,Compute,482,565,74.75,97.11,1.15,0,360.0,231.0,357.6666666666667,1
2025-05-05,Asia East,Compute,663,746,126.82,99.4,1.42,0,482.0,360.0,501.6666666666667,1
2025-05-05,Asia East,Compute,163,175,25.1,99.51,1.16,0,663.0,482.0,436.0,0
2025-05-05,Asia East,Compute,214,259,36.45,99.64,1.35,0,163.0,663.0,346.6666666666667,0
2025-05-05,Asia East,Compute,110,131,18.2,99.7,1.19,0,214.0,163.0,162.33333333333334,0
2025-05-05,Asia East,Compute,552,602,76.32,98.89,1.23,0,110.0,214.0,292.0,1
2025-05-05,Asia East,Compute,126,142,16.18,99.81,1.44,0,552.0,110.0,262.6666666666667,0
2025-05-05,Asia East,Compute,54,58,10.34,97.1,1.05,0,126.0,552.0,244.0,0
2025-05-05,Asia East,Compute,267,312,35.17,97.81,1.07,0,54.0,126.0,149.0,0
2025-05-05,Asia East,Compute,133,140,16.88,98.91,1.48,0,267.0,54.0,151.33333333333334,0
2025-05-05,Asia East,Compute,432,459,61.82,98.18,1.2,0,133.0,267.0,277.3333333333333,0
2025-05-05,Asia East,Compute,127,145,18.05,97.42,0.89,0,432.0,133.0,230.66666666666666,0
2025-05-06,Asia East,Compute,538,642,84.65,98.06,1.38,0,127.0,432.0,365.6666666666667,1
2025-05-06,Asia East,Compute,131,162,25.82,98.26,1.06,1,538.0,127.0,265.3333333333333,0
2025-05-06,Asia East,Compute,62,66,8.43,98.63,0.8,1,131.0,538.0,243.66666666666666,0
2025-05-06,Asia East,Compute,376,407,66.04,99.74,0.94,0,62.0,131.0,189.66666666666666,0
2025-05-07,Asia East,Compute,381,407,54.01,99.38,1.07,0,376.0,62.0,273.0,0
2025-05-07,Asia East,Compute,81,91,13.71,99.94,0.94,1,381.0,376.0,279.3333333333333,0
2025-05-08,Asia East,Compute,331,405,46.66,97.68,1.22,0,81.0,381.0,264.3333333333333,0
2025-05-08,Asia East,Compute,302,373,45.59,98.17,1.0,0,331.0,81.0,238.0,0
2025-05-08,Asia East,Compute,517,620,89.57,97.77,1.5,0,302.0,331.0,383.3333333333333,1
2025-05-08,Asia East,Compute,162,183,28.1,97.91,0.81,0,517.0,302.0,327.0,0
2025-05-09,Asia East,Compute,311,349,55.09,98.2,0.87,0,162.0,517.0,330.0,0
2025-05-09,Asia East,Compute,121,143,17.1,97.05,1.24,0,311.0,162.0,198.0,0
2025-05-09,Asia East,Compute,182,226,27.55,98.9,1.26,1,121.0,311.0,204.66666666666666,0
2025-05-09,Asia East,Compute,325,391,50.19,98.62,0.84,0,182.0,121.0,209.33333333333334,0
2025-05-09,Asia East,Compute,124,141,22.7,98.8,1.41,0,325.0,182.0,210.33333333333334,0
2025-05-10,Asia East,Compute,241,291,39.65,97.77,1.39,0,124.0,325.0,230.0,0
2025-05-10,Asia East,Compute,326,394,49.18,98.8,1.43,1,241.0,124.0,230.33333333333334,0
2025-05-10,Asia East,Compute,281,330,40.44,98.24,1.39,1,326.0,241.0,282.6666666666667,0
2025-05-10,Asia East,Compute,370,408,70.06,97.61,1.12,0,281.0,326.0,325.6666666666667,0
2025-05-10,Asia East,Compute,83,96,11.66,97.41,0.89,0,370.0,281.0,244.66666666666666,0
2025-05-10,Asia East,Compute,604,721,73.63,98.18,1.39,0,83.0,370.0,352.3333333333333,1
2025-05-10,Asia East,Compute,236,265,41.07,97.9,1.05,1,604.0,83.0,307.6666666666667,0
2025-05-11,Asia East,Compute,73,79,13.6,98.77,0.86,0,236.0,604.0,304.3333333333333,0
2025-05-11,Asia East,Compute,485,552,77.99,98.55,1.25,0,73.0,236.0,264.6666666666667,1
2025-05-11,Asia East,Compute,138,167,17.04,97.39,1.37,0,485.0,73.0,232.0,0
2025-05-11,Asia East,Compute,176,213,29.51,98.11,1.28,0,138.0,485.0,266.3333333333333,0
2025-05-12,Asia East,Compute,405,435,64.89,98.41,0.92,0,176.0,138.0,239.66666666666666,0
2025-05-12,Asia East,Compute,356,390,55.98,97.16,1.35,0,405.0,176.0,312.3333333333333,0
2025-05-13,Asia East,Compute,320,375,59.38,98.36,0.98,1,356.0,405.0,360.3333333333333,0
2025-05-13,Asia East,Compute,106,119,17.45,97.21,1.2,0,320.0,356.0,260.6666666666667,0
2025-05-13,Asia East,Compute,327,399,48.78,97.19,1.08,0,106.0,320.0,251.0,0
2025-05-13,Asia East,Compute,294,311,47.48,99.61,1.37,0,327.0,106.0,242.33333333333334,0
2025-05-13,Asia East,Compute,42,45,6.35,98.52,0.81,0,294.0,327.0,221.0,0
2025-05-13,Asia East,Compute,395,486,70.13,99.26,0.95,0,42.0,294.0,243.66666666666666,0
2025-05-13,Asia East,Compute,176,192,28.29,99.93,1.02,1,395.0,42.0,204.33333333333334,0
2025-05-13,Asia East,Compute,421,497,71.44,97.19,0.9,0,176.0,395.0,330.6666666666667,0
2025-05-14,Asia East,Compute,488,607,59.03,98.02,1.13,0,421.0,176.0,361.6666666666667,1
2025-05-14,Asia East,Compute,606,705,87.43,97.01,1.23,0,488.0,421.0,505.0,1
2025-05-14,Asia East,Compute,490,550,79.57,99.48,1.26,0,606.0,488.0,528.0,1
2025-05-14,Asia East,Compute,214,259,36.74,99.92,0.91,1,490.0,606.0,436.6666666666667,0
2025-05-14,Asia East,Compute,89,109,16.53,98.92,1.03,0,214.0,490.0,264.3333333333333,0
2025-05-15,Asia East,Compute,347,399,67.7,99.74,0.96,0,89.0,214.0,216.66666666666666,0
2025-05-15,Asia East,Compute,598,635,97.25,99.74,1.34,0,347.0,89.0,344.6666666666667,1
2025-05-15,Asia East,Compute,54,64,9.04,99.5,0.9,1,598.0,347.0,333.0,0
2025-05-15,Asia East,Compute,316,371,61.15,97.31,1.03,1,54.0,598.0,322.6666666666667,0
2025-05-16,Asia East,Compute,499,588,76.8,98.98,1.35,0,316.0,54.0,289.6666666666667,1
2025-05-16,Asia East,Compute,275,314,39.42,99.72,1.0,0,499.0,316.0,363.3333333333333,0
2025-05-16,Asia East,Compute,258,300,38.48,97.17,1.29,0,275.0,499.0,344.0,0
2025-05-16,Asia East,Compute,509,592,91.76,98.56,1.27,0,258.0,275.0,347.3333333333333,1
2025-05-16,Asia East,Compute,436,488,68.39,98.31,1.32,0,509.0,258.0,401.0,0
2025-05-17,Asia East,Compute,356,430,43.08,99.0,1.09,0,436.0,509.0,433.6666666666667,0
2025-05-17,Asia East,Compute,164,180,21.36,97.64,1.13,0,356.0,436.0,318.6666666666667,0
2025-05-17,Asia East,Compute,271,301,46.5,97.34,0.85,0,164.0,356.0,263.6666666666667,0
2025-05-17,Asia East,Compute,500,614,61.0,99.09,1.32,0,271.0,164.0,311.6666666666667,1
2025-05-17,Asia East,Compute,264,290,44.81,99.33,1.23,0,500.0,271.0,345.0,0
2025-05-18,Asia East,Compute,396,468,64.83,98.46,1.2,0,264.0,500.0,386.6666666666667,0
2025-05-18,Asia East,Compute,448,498,55.56,98.74,0.93,0,396.0,264.0,369.3333333333333,0
2025-05-18,Asia East,Compute,324,394,41.32,98.66,1.32,0,448.0,396.0,389.3333333333333,0
2025-05-19,Asia East,Compute,258,319,41.38,98.34,1.0,1,324.0,448.0,343.3333333333333,0
2025-05-19,Asia East,Compute,302,367,38.77,98.02,1.37,0,258.0,324.0,294.6666666666667,0
2025-05-19,Asia East,Compute,566,627,103.29,97.25,1.33,0,302.0,258.0,375.3333333333333,1
2025-05-19,Asia East,Compute,302,361,48.57,98.73,0.81,0,566.0,302.0,390.0,0
2025-05-20,Asia East,Compute,176,195,34.3,97.14,1.01,1,302.0,566.0,348.0,0
2025-05-20,Asia East,Compute,192,229,29.7,97.15,0.91,0,176.0,302.0,223.33333333333334,0
2025-05-20,Asia East,Compute,218,237,42.86,99.98,1.27,0,192.0,176.0,195.33333333333334,0
2025-05-20,Asia East,Compute,490,603,77.48,98.72,1.34,0,218.0,192.0,300.0,1
2025-05-20,Asia East,Compute,324,365,53.65,98.71,1.12,1,490.0,218.0,344.0,0
2025-05-20,Asia East,Compute,103,114,15.6,98.17,0.88,0,324.0,490.0,305.6666666666667,0
2025-05-21,Asia East,Compute,270,312,36.34,99.13,1.17,0,103.0,324.0,232.33333333333334,0
2025-05-21,Asia East,Compute,135,167,20.16,97.1,1.29,0,270.0,103.0,169.33333333333334,0
2025-05-21,Asia East,Compute,77,84,13.48,97.21,1.23,0,135.0,270.0,160.66666666666666,0
2025-05-21,Asia East,Compute,224,269,34.9,97.74,1.01,0,77.0,135.0,145.33333333333334,0
2025-05-22,Asia East,Compute,552,665,74.26,98.15,1.28,0,224.0,77.0,284.3333333333333,1
2025-05-22,Asia East,Compute,705,817,94.92,97.08,1.41,0,552.0,224.0,493.6666666666667,1
2025-05-22,Asia East,Compute,291,342,56.37,97.88,0.97,0,705.0,552.0,516.0,0
2025-05-22,Asia East,Compute,405,442,49.74,99.44,0.82,0,291.0,705.0,467.0,0
2025-05-23,Asia East,Compute,230,283,36.05,97.21,0.82,0,405.0,291.0,308.6666666666667,0
2025-05-23,Asia East,Compute,224,245,40.51,97.7,1.14,0,230.0,405.0,286.3333333333333,0
2025-05-23,Asia East,Compute,230,255,37.87,98.41,1.45,0,224.0,230.0,228.0,0
2025-05-23,Asia East,Compute,274,327,37.15,99.2,0.94,0,230.0,224.0,242.66666666666666,0
2025-05-24,Asia East,Compute,438,544,74.17,99.93,0.99,0,274.0,230.0,314.0,0
2025-05-24,Asia East,Compute,347,374,52.58,99.05,0.88,0,438.0,274.0,353.0,0
2025-05-24,Asia East,Compute,514,634,74.68,98.93,1.05,0,347.0,438.0,433.0,1
2025-05-24,Asia East,Compute,241,265,48.07,98.43,0.8,1,514.0,347.0,367.3333333333333,0
2025-05-24,Asia East,Compute,363,411,62.13,97.28,0.93,0,241.0,514.0,372.6666666666667,0
2025-05-24,Asia East,Compute,238,287,39.28,99.36,0.89,0,363.0,241.0,280.6666666666667,0
2025-05-24,Asia East,Compute,78,90,14.38,99.06,0.89,0,238.0,363.0,226.33333333333334,0
2025-05-25,Asia East,Compute,481,528,89.26,98.88,1.49,0,78.0,238.0,265.6666666666667,1
2025-05-25,Asia East,Compute,202,219,29.21,99.6,1.29,0,481.0,78.0,253.66666666666666,0
2025-05-25,Asia East,Compute,278,342,52.06,99.35,0.88,0,202.0,481.0,320.3333333333333,0
2025-05-25,Asia East,Compute,98,103,15.92,98.71,0.84,0,278.0,202.0,192.66666666666666,0
2025-05-25,Asia East,Compute,374,394,56.32,97.01,1.12,0,98.0,278.0,250.0,0
2025-05-25,Asia East,Compute,223,238,27.71,98.63,1.07,1,374.0,98.0,231.66666666666666,0
2025-05-25,Asia East,Compute,408,452,58.72,97.14,1.1,0,223.0,374.0,335.0,0
2025-05-25,Asia East,Compute,411,440,51.74,97.82,1.21,0,408.0,223.0,347.3333333333333,0
2025-05-25,Asia East,Compute,303,331,46.3,99.55,1.49,0,411.0,408.0,374.0,0
2025-05-25,Asia East,Compute,294,352,40.34,97.46,1.35,1,303.0,411.0,336.0,0
2025-05-26,Asia East,Compute,412,434,49.78,98.97,1.2,0,294.0,303.0,336.3333333333333,0
2025-05-26,Asia East,Compute,123,142,16.46,97.18,1.03,0,412.0,294.0,276.3333333333333,0
2025-05-26,Asia East,Compute,309,341,51.33,97.68,1.44,0,123.0,412.0,281.3333333333333,0
2025-05-26,Asia East,Compute,697,759,119.15,99.43,1.46,0,309.0,123.0,376.3333333333333,1
2025-05-26,Asia East,Compute,325,397,44.9,97.55,1.3,0,697.0,309.0,443.6666666666667,0
2025-05-26,Asia East,Compute,258,314,49.3,98.76,0.82,0,325.0,697.0,426.6666666666667,0
2025-05-26,Asia East,Compute,63,73,12.04,97.71,1.14,0,258.0,325.0,215.33333333333334,0
2025-05-27,Asia East,Compute,157,183,27.81,99.46,0.96,0,63.0,258.0,159.33333333333334,0
2025-05-27,Asia East,Compute,181,221,23.03,98.23,0.94,0,157.0,63.0,133.66666666666666,0
2025-05-27,Asia East,Compute,131,140,24.77,97.73,1.16,1,181.0,157.0,156.33333333333334,0
2025-05-27,Asia East,Compute,277,298,55.32,98.05,1.29,0,131.0,181.0,196.33333333333334,0
2025-05-27,Asia East,Compute,323,390,48.71,98.16,0.84,0,277.0,131.0,243.66666666666666,0
2025-05-27,Asia East,Compute,114,141,22.0,97.15,0.96,0,323.0,277.0,238.0,0
2025-05-27,Asia East,Compute,443,475,76.84,97.2,1.3,0,114.0,323.0,293.3333333333333,0
2025-05-27,Asia East,Compute,45,52,5.76,99.94,0.98,1,443.0,114.0,200.66666666666666,0
2025-05-27,Asia East,Compute,100,117,18.08,97.59,0.92,1,45.0,443.0,196.0,0
2025-05-27,Asia East,Compute,232,279,28.52,97.96,0.8,0,100.0,45.0,125.66666666666667,0
2025-05-28,Asia East,Compute,324,403,58.8,99.01,1.33,0,232.0,100.0,218.66666666666666,0
2025-05-28,Asia East,Compute,262,308,52.17,98.3,0.81,0,324.0,232.0,272.6666666666667,0
2025-05-28,Asia East,Compute,556,670,87.38,98.49,1.16,0,262.0,324.0,380.6666666666667,1
2025-05-28,Asia East,Compute,222,270,41.74,97.4,1.0,0,556.0,262.0,346.6666666666667,0
2025-05-29,Asia East,Compute,93,101,16.03,99.84,1.03,0,222.0,556.0,290.3333333333333,0
2025-05-29,Asia East,Compute,226,272,44.87,97.86,1.08,0,93.0,222.0,180.33333333333334,0
2025-05-29,Asia East,Compute,138,171,22.28,97.39,1.28,0,226.0,93.0,152.33333333333334,0
2025-05-29,Asia East,Compute,585,628,102.9,99.96,1.42,0,138.0,226.0,316.3333333333333,1
2025-05-29,Asia East,Compute,310,331,60.45,99.92,1.5,0,585.0,138.0,344.3333333333333,0
2025-05-30,Asia East,Compute,266,287,52.59,97.8,1.18,0,310.0,585.0,387.0,0
2025-05-30,Asia East,Compute,396,493,48.14,98.03,0.97,0,266.0,310.0,324.0,0
2025-05-30,Asia East,Compute,174,194,25.15,97.59,1.29,0,396.0,266.0,278.6666666666667,0
2025-05-30,Asia East,Compute,65,72,7.86,97.71,1.31,0,174.0,396.0,211.66666666666666,0
2025-05-30,Asia East,Compute,162,188,28.6,99.33,1.39,0,65.0,174.0,133.66666666666666,0
2025-05-30,Asia East,Compute,320,351,44.83,99.71,1.43,1,162.0,65.0,182.33333333333334,0
2025-05-30,Asia East,Compute,163,196,20.07,97.19,1.25,1,320.0,162.0,215.0,0
2025-05-30,Asia East,Compute,252,283,36.47,99.21,1.37,0,163.0,320.0,245.0,0
2025-05-31,Asia East,Compute,115,130,18.24,97.83,1.35,1,252.0,163.0,176.66666666666666,0
2025-05-31,Asia East,Compute,201,251,39.65,99.82,1.47,0,115.0,252.0,189.33333333333334,0
2025-05-31,Asia East,Compute,148,164,18.25,97.13,1.48,0,201.0,115.0,154.66666666666666,0
2025-06-01,Asia East,Compute,187,214,36.28,97.81,1.41,0,148.0,201.0,178.66666666666666,0
2025-06-01,Asia East,Compute,84,96,11.52,99.62,1.38,0,187.0,148.0,139.66666666666666,0
2025-06-01,Asia East,Compute,53,55,9.33,98.65,0.81,1,84.0,187.0,108.0,0
2025-06-01,Asia East,Compute,268,294,37.97,97.84,1.32,1,53.0,84.0,135.0,0
2025-06-01,Asia East,Compute,360,419,65.96,98.39,0.94,0,268.0,53.0,227.0,0
2025-06-01,Asia East,Compute,355,395,59.05,99.3,1.05,0,360.0,268.0,327.6666666666667,0
2025-06-02,Asia East,Compute,537,603,96.1,97.6,1.5,0,355.0,360.0,417.3333333333333,1
2025-06-02,Asia East,Compute,214,236,28.9,98.37,1.09,0,537.0,355.0,368.6666666666667,0
2025-06-02,Asia East,Compute,188,231,32.67,99.96,1.09,0,214.0,537.0,313.0,0
2025-06-02,Asia East,Compute,308,376,58.26,97.63,1.3,0,188.0,214.0,236.66666666666666,0
2025-06-03,Asia East,Compute,176,196,27.76,98.46,1.32,0,308.0,188.0,224.0,0
2025-06-03,Asia East,Compute,450,495,86.29,99.28,1.39,1,176.0,308.0,311.3333333333333,0
2025-06-03,Asia East,Compute,188,220,35.36,97.71,1.3,1,450.0,176.0,271.3333333333333,0
2025-06-03,Asia East,Compute,118,132,22.77,97.64,1.16,1,188.0,450.0,252.0,0
2025-06-03,Asia East,Compute,577,703,104.86,99.07,1.33,0,118.0,188.0,294.3333333333333,1
2025-06-03,Asia East,Compute,255,312,50.96,99.71,1.12,0,577.0,118.0,316.6666666666667,0
2025-06-03,Asia East,Compute,290,316,46.89,98.88,1.34,1,255.0,577.0,374.0,0
2025-06-03,Asia East,Compute,198,216,24.56,97.87,0.9,0,290.0,255.0,247.66666666666666,0
2025-06-03,Asia East,Compute,257,321,34.9,99.53,1.09,0,198.0,290.0,248.33333333333334,0
2025-06-03,Asia East,Compute,514,546,96.66,98.27,1.44,0,257.0,198.0,323.0,1
2025-06-03,Asia East,Compute,99,118,15.47,99.8,1.05,0,514.0,257.0,290.0,0
2025-06-03,Asia East,Compute,74,84,12.52,99.21,1.11,1,99.0,514.0,229.0,0
2025-06-04,Asia East,Compute,181,204,26.35,98.59,1.01,0,74.0,99.0,118.0,0
2025-06-04,Asia East,Compute,373,396,60.21,97.0,1.43,0,181.0,74.0,209.33333333333334,0
2025-06-04,Asia East,Compute,261,286,48.97,99.08,0.95,1,373.0,181.0,271.6666666666667,0
2025-06-04,Asia East,Compute,318,339,43.7,97.73,0.93,0,261.0,373.0,317.3333333333333,0
2025-06-05,Asia East,Compute,133,150,20.82,99.65,1.16,0,318.0,261.0,237.33333333333334,0
2025-06-05,Asia East,Compute,383,469,58.94,97.4,0.95,0,133.0,318.0,278.0,0
2025-06-05,Asia East,Compute,131,160,16.24,97.01,0.92,0,383.0,133.0,215.66666666666666,0
2025-06-05,Asia East,Compute,503,535,62.75,97.67,1.31,0,131.0,383.0,339.0,1
2025-06-06,Asia East,Compute,252,308,37.29,98.55,1.3,0,503.0,131.0,295.3333333333333,0
2025-06-06,Asia East,Compute,89,101,17.36,97.85,0.99,0,252.0,503.0,281.3333333333333,0
2025-06-06,Asia East,Compute,564,652,85.71,98.3,1.41,0,89.0,252.0,301.6666666666667,1
2025-06-07,Asia East,Compute,277,343,44.17,99.89,1.34,0,564.0,89.0,310.0,0
2025-06-07,Asia East,Compute,583,614,92.79,99.35,1.48,0,277.0,564.0,474.6666666666667,1
2025-06-07,Asia East,Compute,300,349,41.31,98.99,1.02,0,583.0,277.0,386.6666666666667,0
2025-06-07,Asia East,Compute,327,395,47.26,99.66,1.1,0,300.0,583.0,403.3333333333333,0
2025-06-07,Asia East,Compute,565,648,88.35,99.78,1.28,0,327.0,300.0,397.3333333333333,1
2025-06-08,Asia East,Compute,406,450,67.29,97.94,0.86,0,565.0,327.0,432.6666666666667,0
2025-06-08,Asia East,Compute,186,205,24.94,97.94,1.42,0,406.0,565.0,385.6666666666667,0
2025-06-08,Asia East,Compute,630,697,116.56,99.72,1.31,0,186.0,406.0,407.3333333333333,1
2025-06-10,Asia East,Compute,390,459,50.04,99.17,1.4,0,630.0,186.0,402.0,0
2025-06-10,Asia East,Compute,568,672,96.65,97.7,1.41,0,390.0,630.0,529.3333333333334,1
2025-06-10,Asia East,Compute,63,76,9.23,97.97,1.19,0,568.0,390.0,340.3333333333333,0
2025-06-10,Asia East,Compute,358,428,49.26,98.7,1.25,0,63.0,568.0,329.6666666666667,0
2025-06-10,Asia East,Compute,245,259,30.94,98.65,1.47,0,358.0,63.0,222.0,0
2025-06-10,Asia East,Compute,300,357,47.62,99.86,0.9,1,245.0,358.0,301.0,0
2025-06-10,Asia East,Compute,216,234,40.89,97.02,1.09,0,300.0,245.0,253.66666666666666,0
2025-06-10,Asia East,Compute,92,102,17.09,99.64,1.38,0,216.0,300.0,202.66666666666666,0
2025-06-11,Asia East,Compute,393,456,69.46,97.63,0.94,0,92.0,216.0,233.66666666666666,0
2025-06-11,Asia East,Compute,425,507,52.51,97.93,0.93,0,393.0,92.0,303.3333333333333,0
2025-06-11,Asia East,Compute,395,430,51.76,98.84,0.95,0,425.0,393.0,404.3333333333333,0
2025-06-11,Asia East,Compute,548,592,80.08,97.79,1.35,0,395.0,425.0,456.0,1
2025-06-11,Asia East,Compute,374,405,45.04,97.53,0.93,0,548.0,395.0,439.0,0
2025-06-11,Asia East,Compute,94,117,12.63,97.46,0.94,0,374.0,548.0,338.6666666666667,0
2025-06-11,Asia East,Compute,304,364,37.6,98.82,0.87,0,94.0,374.0,257.3333333333333,0
2025-06-12,Asia East,Compute,58,61,11.25,99.18,0.93,0,304.0,94.0,152.0,0
2025-06-12,Asia East,Compute,144,174,19.47,98.4,1.3,0,58.0,304.0,168.66666666666666,0
2025-06-12,Asia East,Compute,61,66,9.06,97.25,0.82,0,144.0,58.0,87.66666666666667,0
2025-06-12,Asia East,Compute,424,456,75.96,98.01,1.08,1,61.0,144.0,209.66666666666666,0
2025-06-12,Asia East,Compute,63,72,8.19,97.23,0.99,0,424.0,61.0,182.66666666666666,0
2025-06-12,Asia East,Compute,61,75,11.67,98.71,1.03,1,63.0,424.0,182.66666666666666,0
2025-06-12,Asia East,Compute,283,340,34.12,97.58,1.29,0,61.0,63.0,135.66666666666666,0
2025-06-13,Asia East,Compute,462,522,90.78,98.21,1.22,0,283.0,61.0,268.6666666666667,0
2025-06-13,Asia East,Compute,280,314,35.49,98.01,0.85,0,462.0,283.0,341.6666666666667,0
2025-06-13,Asia East,Compute,68,82,9.09,98.85,0.82,1,280.0,462.0,270.0,0
2025-06-13,Asia East,Compute,104,125,16.22,97.24,1.29,1,68.0,280.0,150.66666666666666,0
2025-06-13,Asia East,Compute,292,307,38.09,99.24,0.86,0,104.0,68.0,154.66666666666666,0
2025-06-14,Asia East,Compute,368,421,57.23,99.03,0.96,1,292.0,104.0,254.66666666666666,0
2025-06-14,Asia East,Compute,283,327,37.79,97.74,1.41,1,368.0,292.0,314.3333333333333,0
2025-06-15,Asia East,Compute,481,568,75.71,97.76,1.33,0,283.0,368.0,377.3333333333333,1
2025-06-15,Asia East,Compute,364,440,60.26,99.11,1.4,0,481.0,283.0,376.0,0
2025-06-15,Asia East,Compute,132,162,20.46,98.84,0.8,0,364.0,481.0,325.6666666666667,0
2025-06-15,Asia East,Compute,54,64,10.18,98.74,1.08,0,132.0,364.0,183.33333333333334,0
2025-06-15,Asia East,Compute,259,309,38.08,98.06,1.09,0,54.0,132.0,148.33333333333334,0
2025-06-16,Asia East,Compute,358,385,70.7,99.79,1.43,0,259.0,54.0,223.66666666666666,0
2025-06-16,Asia East,Compute,172,202,21.96,99.58,1.04,0,358.0,259.0,263.0,0
2025-06-16,Asia East,Compute,323,368,49.92,97.6,0.91,0,172.0,358.0,284.3333333333333,0
2025-06-16,Asia East,Compute,318,379,44.18,98.44,1.11,0,323.0,172.0,271.0,0
2025-06-16,Asia East,Compute,185,229,25.82,97.7,0.82,0,318.0,323.0,275.3333333333333,0
2025-06-17,Asia East,Compute,489,595,68.78,97.78,0.98,0,185.0,318.0,330.6666666666667,1
2025-06-17,Asia East,Compute,515,633,100.49,97.06,1.4,0,489.0,185.0,396.3333333333333,1
2025-06-17,Asia East,Compute,93,102,16.95,99.17,1.09,0,515.0,489.0,365.6666666666667,0
2025-06-17,Asia East,Compute,90,105,11.44,97.86,0.98,0,93.0,515.0,232.66666666666666,0
2025-06-17,Asia East,Compute,173,184,33.61,97.0,1.37,0,90.0,93.0,118.66666666666667,0
2025-06-18,Asia East,Compute,89,109,11.44,98.32,1.12,0,173.0,90.0,117.33333333333333,0
2025-06-18,Asia East,Compute,99,105,13.31,98.56,0.96,0,89.0,173.0,120.33333333333333,0
2025-06-18,Asia East,Compute,446,534,74.95,98.67,1.46,0,99.0,89.0,211.33333333333334,0
2025-06-18,Asia East,Compute,348,428,68.96,97.09,1.43,1,446.0,99.0,297.6666666666667,0
2025-06-18,Asia East,Compute,224,275,39.49,99.23,1.17,0,348.0,446.0,339.3333333333333,0
2025-06-18,Asia East,Compute,502,527,62.57,97.1,1.09,0,224.0,348.0,358.0,1
2025-06-19,Asia East,Compute,283,340,43.68,97.33,1.46,0,502.0,224.0,336.3333333333333,0
2025-06-19,Asia East,Compute,229,260,39.15,98.72,1.17,0,283.0,502.0,338.0,0
2025-06-19,Asia East,Compute,159,176,26.83,97.17,1.31,1,229.0,283.0,223.66666666666666,0
2025-06-19,Asia East,Compute,282,347,43.05,99.73,0.82,0,159.0,229.0,223.33333333333334,0
2025-06-19,Asia East,Compute,80,91,14.47,99.47,1.38,0,282.0,159.0,173.66666666666666,0
2025-06-20,Asia East,Compute,97,110,12.39,98.51,1.1,0,80.0,282.0,153.0,0
2025-06-20,Asia East,Compute,341,407,41.59,97.44,1.21,0,97.0,80.0,172.66666666666666,0
2025-06-20,Asia East,Compute,615,742,116.28,98.0,1.23,0,341.0,97.0,351.0,1
2025-06-20,Asia East,Compute,583,722,115.48,99.88,1.48,0,615.0,341.0,513.0,1
2025-06-20,Asia East,Compute,333,398,62.03,99.04,1.42,0,583.0,615.0,510.3333333333333,0
2025-06-20,Asia East,Compute,336,370,66.37,98.35,1.32,0,333.0,583.0,417.3333333333333,0
2025-06-20,Asia East,Compute,513,564,88.29,99.43,1.17,0,336.0,333.0,394.0,1
2025-06-20,Asia East,Compute,117,136,17.7,98.56,1.21,0,513.0,336.0,322.0,0
2025-06-20,Asia East,Compute,262,292,45.3,97.4,0.87,1,117.0,513.0,297.3333333333333,0
2025-06-20,Asia East,Compute,384,413,55.02,98.82,1.18,0,262.0,117.0,254.33333333333334,0
2025-06-20,Asia East,Compute,68,74,12.84,97.92,0.86,0,384.0,262.0,238.0,0
2025-06-21,Asia East,Compute,520,632,66.39,98.79,1.13,0,68.0,384.0,324.0,1
2025-06-21,Asia East,Compute,391,448,64.45,98.89,0.81,0,520.0,68.0,326.3333333333333,0
2025-06-21,Asia East,Compute,293,309,50.33,99.46,1.41,0,391.0,520.0,401.3333333333333,0
2025-06-21,Asia East,Compute,582,689,106.22,98.04,1.4,0,293.0,391.0,422.0,1
2025-06-21,Asia East,Compute,241,270,33.17,99.6,0.84,1,582.0,293.0,372.0,0
2025-06-21,Asia East,Compute,254,278,48.53,99.95,1.04,0,241.0,582.0,359.0,0
2025-06-21,Asia East,Compute,273,314,43.63,99.48,1.18,0,254.0,241.0,256.0,0
2025-06-22,Asia East,Compute,664,781,97.37,98.34,1.49,0,273.0,254.0,397.0,1
2025-06-22,Asia East,Compute,546,607,71.02,98.55,1.16,0,664.0,273.0,494.3333333333333,1
2025-06-22,Asia East,Compute,129,154,23.78,98.74,0.85,0,546.0,664.0,446.3333333333333,0
2025-06-22,Asia East,Compute,496,555,92.87,98.28,1.21,0,129.0,546.0,390.3333333333333,1
2025-06-23,Asia East,Compute,118,130,21.89,97.41,0.91,0,496.0,129.0,247.66666666666666,0
2025-06-23,Asia East,Compute,172,205,29.0,97.89,0.86,0,118.0,496.0,262.0,0
2025-06-23,Asia East,Compute,86,91,15.28,98.04,1.38,0,172.0,118.0,125.33333333333333,0
2025-06-23,Asia East,Compute,434,500,60.72,97.34,1.28,1,86.0,172.0,230.66666666666666,0
2025-06-24,Asia East,Compute,282,324,34.99,98.11,1.48,0,434.0,86.0,267.3333333333333,0
2025-06-24,Asia East,Compute,74,85,9.04,99.3,1.46,0,282.0,434.0,263.3333333333333,0
